Training_Patient,Test_Patient,Threshold,Threshold_Selected_From,Test_Windows,Actual_Seizure_Windows,Predicted_Seizure_Windows,TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,Precision,F1,ROC_AUC,Average_Precision,Actual_Seizure_Events,Detected_Seizure_Events,Missed_Seizure_Events,Total_Seizure_Duration_sec,Covered_Seizure_Duration_sec,Missed_Seizure_Duration_sec,Time_Weighted_Coverage,Predicted_Events,False_Positive_Events,False_Positive_Events_Per_Hour,Average_Detection_Delay_sec
CHB01,CHB03,0.05,CHB01 internal validation,34201,106,537,33585,510,79,27,0.982778281336803,0.25471698113207547,0.9850417949846019,0.05027932960893855,0.08398133748055987,0.8658288301001364,0.04350759720664343,7,3,4,402,106.0,296.0,0.263681592039801,224,216,5.6840443261892935,9.666666666666666
